/var/spool/slurm-llnl/slurmd/job2259603/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 13:41] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 429.66, Accuracy = 0.11, Loss = 14.912
[2019-05-04 13:52] Train Step 2660/10000, Batch Size = 128, Examples/Sec = 7957.30, Accuracy = 0.08, Loss = 19.078
[2019-05-04 13:52] Train Step 2670/10000, Batch Size = 128, Examples/Sec = 6229.14, Accuracy = 0.15, Loss = 17.145
[2019-05-04 13:52] Train Step 2680/10000, Batch Size = 128, Examples/Sec = 6355.61, Accuracy = 0.11, Loss = 19.367
[2019-05-04 13:52] Train Step 2690/10000, Batch Size = 128, Examples/Sec = 6275.89, Accuracy = 0.08, Loss = 20.819
[2019-05-04 13:52] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 7049.90, Accuracy = 0.14, Loss = 18.692
[2019-05-04 13:52] Train Step 2710/10000, Batch Size = 128, Examples/Sec = 7014.71, Accuracy = 0.12, Loss = 18.958
[2019-05-04 13:52] Train Step 2720/10000, Batch Size = 128, Examples/Sec = 7426.83, Accuracy = 0.07, Loss = 19.280
[2019-05-04 13:52] Train Step 2730/10000, Batch Size = 128, Examples/Sec = 7239.75, Accuracy = 0.11, Loss = 18.382
[2019-05-04 13:52] Train Step 2740/10000, Batch Size = 128, Examples/Sec = 7204.19, Accuracy = 0.06, Loss = 19.058
[2019-05-04 13:52] Train Step 2750/10000, Batch Size = 128, Examples/Sec = 7203.90, Accuracy = 0.09, Loss = 17.851
[2019-05-04 13:52] Train Step 2760/10000, Batch Size = 128, Examples/Sec = 7155.42, Accuracy = 0.12, Loss = 19.628
[2019-05-04 13:52] Train Step 2770/10000, Batch Size = 128, Examples/Sec = 7273.10, Accuracy = 0.07, Loss = 18.342
[2019-05-04 13:53] Train Step 2780/10000, Batch Size = 128, Examples/Sec = 5426.17, Accuracy = 0.11, Loss = 18.283
[2019-05-04 13:53] Train Step 2790/10000, Batch Size = 128, Examples/Sec = 6242.25, Accuracy = 0.09, Loss = 21.517
[2019-05-04 13:53] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 6186.86, Accuracy = 0.11, Loss = 18.111
[2019-05-04 13:53] Train Step 2810/10000, Batch Size = 128, Examples/Sec = 6912.38, Accuracy = 0.12, Loss = 17.360
[2019-05-04 13:53] Train Step 2820/10000, Batch Size = 128, Examples/Sec = 6991.78, Accuracy = 0.09, Loss = 18.619
[2019-05-04 13:53] Train Step 2830/10000, Batch Size = 128, Examples/Sec = 7022.05, Accuracy = 0.10, Loss = 17.921
[2019-05-04 13:53] Train Step 2840/10000, Batch Size = 128, Examples/Sec = 6983.23, Accuracy = 0.07, Loss = 18.118
[2019-05-04 13:53] Train Step 2850/10000, Batch Size = 128, Examples/Sec = 7133.26, Accuracy = 0.12, Loss = 17.554
[2019-05-04 13:53] Train Step 2860/10000, Batch Size = 128, Examples/Sec = 7370.35, Accuracy = 0.13, Loss = 17.048
[2019-05-04 13:53] Train Step 2870/10000, Batch Size = 128, Examples/Sec = 7146.56, Accuracy = 0.12, Loss = 18.659
[2019-05-04 13:53] Train Step 2880/10000, Batch Size = 128, Examples/Sec = 6777.39, Accuracy = 0.09, Loss = 18.937
[2019-05-04 13:53] Train Step 2890/10000, Batch Size = 128, Examples/Sec = 6475.35, Accuracy = 0.14, Loss = 18.012
[2019-05-04 13:53] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 6881.99, Accuracy = 0.09, Loss = 19.445
[2019-05-04 13:53] Train Step 2910/10000, Batch Size = 128, Examples/Sec = 6442.86, Accuracy = 0.09, Loss = 18.223
[2019-05-04 13:53] Train Step 2920/10000, Batch Size = 128, Examples/Sec = 5933.72, Accuracy = 0.10, Loss = 19.420
[2019-05-04 13:53] Train Step 2930/10000, Batch Size = 128, Examples/Sec = 6879.87, Accuracy = 0.12, Loss = 17.560
[2019-05-04 13:53] Train Step 2940/10000, Batch Size = 128, Examples/Sec = 6573.10, Accuracy = 0.11, Loss = 18.081
[2019-05-04 13:53] Train Step 2950/10000, Batch Size = 128, Examples/Sec = 6893.74, Accuracy = 0.06, Loss = 18.857
[2019-05-04 13:53] Train Step 2960/10000, Batch Size = 128, Examples/Sec = 7073.58, Accuracy = 0.09, Loss = 19.072
[2019-05-04 13:53] Train Step 2970/10000, Batch Size = 128, Examples/Sec = 6993.33, Accuracy = 0.10, Loss = 20.591
[2019-05-04 13:53] Train Step 2980/10000, Batch Size = 128, Examples/Sec = 6462.72, Accuracy = 0.09, Loss = 19.222
[2019-05-04 13:53] Train Step 2990/10000, Batch Size = 128, Examples/Sec = 6945.38, Accuracy = 0.08, Loss = 19.203
[2019-05-04 13:53] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 6736.40, Accuracy = 0.06, Loss = 21.047
[2019-05-04 13:53] Train Step 3010/10000, Batch Size = 128, Examples/Sec = 6823.47, Accuracy = 0.09, Loss = 19.594
[2019-05-04 13:53] Train Step 3020/10000, Batch Size = 128, Examples/Sec = 7092.18, Accuracy = 0.16, Loss = 18.744
[2019-05-04 13:53] Train Step 3030/10000, Batch Size = 128, Examples/Sec = 6769.02, Accuracy = 0.12, Loss = 18.751
[2019-05-04 13:53] Train Step 3040/10000, Batch Size = 128, Examples/Sec = 7110.78, Accuracy = 0.05, Loss = 20.955
[2019-05-04 13:53] Train Step 3050/10000, Batch Size = 128, Examples/Sec = 6835.11, Accuracy = 0.05, Loss = 20.510
[2019-05-04 13:53] Train Step 3060/10000, Batch Size = 128, Examples/Sec = 6873.44, Accuracy = 0.14, Loss = 18.010
[2019-05-04 13:53] Train Step 3070/10000, Batch Size = 128, Examples/Sec = 6924.95, Accuracy = 0.13, Loss = 17.359
[2019-05-04 13:53] Train Step 3080/10000, Batch Size = 128, Examples/Sec = 7003.73, Accuracy = 0.07, Loss = 18.756
[2019-05-04 13:53] Train Step 3090/10000, Batch Size = 128, Examples/Sec = 7023.80, Accuracy = 0.11, Loss = 18.517
[2019-05-04 13:53] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 6979.33, Accuracy = 0.11, Loss = 19.029
[2019-05-04 13:53] Train Step 3110/10000, Batch Size = 128, Examples/Sec = 7032.26, Accuracy = 0.12, Loss = 17.275
[2019-05-04 13:53] Train Step 3120/10000, Batch Size = 128, Examples/Sec = 7024.35, Accuracy = 0.05, Loss = 20.421
[2019-05-04 13:53] Train Step 3130/10000, Batch Size = 128, Examples/Sec = 7033.55, Accuracy = 0.09, Loss = 18.379
[2019-05-04 13:53] Train Step 3140/10000, Batch Size = 128, Examples/Sec = 7110.03, Accuracy = 0.10, Loss = 18.712
[2019-05-04 13:53] Train Step 3150/10000, Batch Size = 128, Examples/Sec = 6989.32, Accuracy = 0.05, Loss = 19.820
[2019-05-04 13:53] Train Step 3160/10000, Batch Size = 128, Examples/Sec = 7280.49, Accuracy = 0.10, Loss = 17.876
[2019-05-04 13:53] Train Step 3170/10000, Batch Size = 128, Examples/Sec = 7326.60, Accuracy = 0.09, Loss = 20.145
[2019-05-04 13:53] Train Step 3180/10000, Batch Size = 128, Examples/Sec = 7374.20, Accuracy = 0.09, Loss = 18.778
[2019-05-04 13:53] Train Step 3190/10000, Batch Size = 128, Examples/Sec = 7245.42, Accuracy = 0.12, Loss = 18.534
[2019-05-04 13:53] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 7008.85, Accuracy = 0.10, Loss = 17.836
[2019-05-04 13:53] Train Step 3210/10000, Batch Size = 128, Examples/Sec = 7207.68, Accuracy = 0.10, Loss = 19.168
[2019-05-04 13:53] Train Step 3220/10000, Batch Size = 128, Examples/Sec = 6037.41, Accuracy = 0.06, Loss = 19.441
[2019-05-04 13:53] Train Step 3230/10000, Batch Size = 128, Examples/Sec = 6442.79, Accuracy = 0.11, Loss = 17.527
[2019-05-04 13:53] Train Step 3240/10000, Batch Size = 128, Examples/Sec = 6901.72, Accuracy = 0.16, Loss = 17.022
[2019-05-04 13:53] Train Step 3250/10000, Batch Size = 128, Examples/Sec = 6481.29, Accuracy = 0.08, Loss = 18.440
[2019-05-04 13:53] Train Step 3260/10000, Batch Size = 128, Examples/Sec = 5937.59, Accuracy = 0.05, Loss = 19.882
[2019-05-04 13:53] Train Step 3270/10000, Batch Size = 128, Examples/Sec = 6132.79, Accuracy = 0.10, Loss = 18.373
[2019-05-04 13:53] Train Step 3280/10000, Batch Size = 128, Examples/Sec = 5593.63, Accuracy = 0.10, Loss = 18.388
[2019-05-04 13:53] Train Step 3290/10000, Batch Size = 128, Examples/Sec = 6199.15, Accuracy = 0.05, Loss = 20.867
[2019-05-04 13:53] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 6624.76, Accuracy = 0.09, Loss = 19.763
[2019-05-04 13:53] Train Step 3310/10000, Batch Size = 128, Examples/Sec = 6398.71, Accuracy = 0.15, Loss = 18.947
[2019-05-04 13:53] Train Step 3320/10000, Batch Size = 128, Examples/Sec = 6424.36, Accuracy = 0.11, Loss = 18.335
[2019-05-04 13:53] Train Step 3330/10000, Batch Size = 128, Examples/Sec = 6285.22, Accuracy = 0.06, Loss = 19.143
[2019-05-04 13:53] Train Step 3340/10000, Batch Size = 128, Examples/Sec = 6294.43, Accuracy = 0.07, Loss = 18.082
[2019-05-04 13:53] Train Step 3350/10000, Batch Size = 128, Examples/Sec = 6642.22, Accuracy = 0.10, Loss = 19.275
[2019-05-04 13:53] Train Step 3360/10000, Batch Size = 128, Examples/Sec = 6415.22, Accuracy = 0.12, Loss = 18.188
[2019-05-04 13:53] Train Step 3370/10000, Batch Size = 128, Examples/Sec = 6661.76, Accuracy = 0.09, Loss = 18.995
[2019-05-04 13:53] Train Step 3380/10000, Batch Size = 128, Examples/Sec = 6628.53, Accuracy = 0.10, Loss = 18.687
[2019-05-04 13:53] Train Step 3390/10000, Batch Size = 128, Examples/Sec = 6425.97, Accuracy = 0.07, Loss = 18.096
[2019-05-04 13:53] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 7038.53, Accuracy = 0.09, Loss = 19.537
[2019-05-04 13:53] Train Step 3410/10000, Batch Size = 128, Examples/Sec = 7000.17, Accuracy = 0.11, Loss = 17.017
[2019-05-04 13:53] Train Step 3420/10000, Batch Size = 128, Examples/Sec = 6978.88, Accuracy = 0.09, Loss = 19.112
[2019-05-04 13:53] Train Step 3430/10000, Batch Size = 128, Examples/Sec = 7432.59, Accuracy = 0.09, Loss = 18.731
[2019-05-04 13:53] Train Step 3440/10000, Batch Size = 128, Examples/Sec = 7026.46, Accuracy = 0.08, Loss = 18.797
[2019-05-04 13:53] Train Step 3450/10000, Batch Size = 128, Examples/Sec = 7409.20, Accuracy = 0.11, Loss = 18.766
[2019-05-04 13:53] Train Step 3460/10000, Batch Size = 128, Examples/Sec = 7339.62, Accuracy = 0.09, Loss = 18.275
[2019-05-04 13:53] Train Step 3470/10000, Batch Size = 128, Examples/Sec = 7143.80, Accuracy = 0.13, Loss = 18.622
[2019-05-04 13:53] Train Step 3480/10000, Batch Size = 128, Examples/Sec = 7004.92, Accuracy = 0.11, Loss = 18.044
[2019-05-04 13:53] Train Step 3490/10000, Batch Size = 128, Examples/Sec = 6334.24, Accuracy = 0.12, Loss = 17.643
[2019-05-04 13:53] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 6503.66, Accuracy = 0.11, Loss = 18.838
[2019-05-04 13:53] Train Step 3510/10000, Batch Size = 128, Examples/Sec = 6883.23, Accuracy = 0.10, Loss = 21.011
[2019-05-04 13:53] Train Step 3520/10000, Batch Size = 128, Examples/Sec = 7053.05, Accuracy = 0.09, Loss = 18.597
[2019-05-04 13:53] Train Step 3530/10000, Batch Size = 128, Examples/Sec = 7156.94, Accuracy = 0.12, Loss = 18.878
[2019-05-04 13:53] Train Step 3540/10000, Batch Size = 128, Examples/Sec = 7289.39, Accuracy = 0.07, Loss = 19.042
[2019-05-04 13:53] Train Step 3550/10000, Batch Size = 128, Examples/Sec = 6999.16, Accuracy = 0.16, Loss = 16.228
[2019-05-04 13:53] Train Step 3560/10000, Batch Size = 128, Examples/Sec = 7002.36, Accuracy = 0.08, Loss = 20.251
[2019-05-04 13:53] Train Step 3570/10000, Batch Size = 128, Examples/Sec = 7013.89, Accuracy = 0.09, Loss = 20.423
[2019-05-04 13:53] Train Step 3580/10000, Batch Size = 128, Examples/Sec = 7000.35, Accuracy = 0.09, Loss = 20.525
[2019-05-04 13:53] Train Step 3590/10000, Batch Size = 128, Examples/Sec = 7017.09, Accuracy = 0.15, Loss = 18.692
[2019-05-04 13:53] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 7404.71, Accuracy = 0.09, Loss = 19.026
[2019-05-04 13:53] Train Step 3610/10000, Batch Size = 128, Examples/Sec = 6449.05, Accuracy = 0.06, Loss = 19.908
[2019-05-04 13:53] Train Step 3620/10000, Batch Size = 128, Examples/Sec = 6290.89, Accuracy = 0.09, Loss = 20.019
[2019-05-04 13:53] Train Step 3630/10000, Batch Size = 128, Examples/Sec = 6405.96, Accuracy = 0.08, Loss = 19.472
[2019-05-04 13:53] Train Step 3640/10000, Batch Size = 128, Examples/Sec = 7341.02, Accuracy = 0.12, Loss = 18.492
[2019-05-04 13:53] Train Step 3650/10000, Batch Size = 128, Examples/Sec = 6998.07, Accuracy = 0.09, Loss = 19.737
[2019-05-04 13:53] Train Step 3660/10000, Batch Size = 128, Examples/Sec = 7045.00, Accuracy = 0.14, Loss = 17.676
[2019-05-04 13:53] Train Step 3670/10000, Batch Size = 128, Examples/Sec = 7038.07, Accuracy = 0.12, Loss = 19.668
[2019-05-04 13:53] Train Step 3680/10000, Batch Size = 128, Examples/Sec = 7096.96, Accuracy = 0.06, Loss = 21.356
[2019-05-04 13:53] Train Step 3690/10000, Batch Size = 128, Examples/Sec = 6406.42, Accuracy = 0.07, Loss = 18.076
[2019-05-04 13:53] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 6599.52, Accuracy = 0.05, Loss = 20.083
[2019-05-04 13:53] Train Step 3710/10000, Batch Size = 128, Examples/Sec = 5725.34, Accuracy = 0.14, Loss = 18.231
[2019-05-04 13:53] Train Step 3720/10000, Batch Size = 128, Examples/Sec = 6425.90, Accuracy = 0.09, Loss = 16.797
[2019-05-04 13:53] Train Step 3730/10000, Batch Size = 128, Examples/Sec = 6487.71, Accuracy = 0.07, Loss = 18.862
[2019-05-04 13:53] Train Step 3740/10000, Batch Size = 128, Examples/Sec = 6777.99, Accuracy = 0.11, Loss = 19.354
[2019-05-04 13:53] Train Step 3750/10000, Batch Size = 128, Examples/Sec = 6477.14, Accuracy = 0.08, Loss = 19.612
[2019-05-04 13:53] Train Step 3760/10000, Batch Size = 128, Examples/Sec = 6860.18, Accuracy = 0.11, Loss = 17.729
[2019-05-04 13:53] Train Step 3770/10000, Batch Size = 128, Examples/Sec = 6403.52, Accuracy = 0.06, Loss = 19.553
[2019-05-04 13:53] Train Step 3780/10000, Batch Size = 128, Examples/Sec = 6224.37, Accuracy = 0.07, Loss = 20.188
[2019-05-04 13:53] Train Step 3790/10000, Batch Size = 128, Examples/Sec = 6603.66, Accuracy = 0.07, Loss = 19.448
[2019-05-04 13:53] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 6182.94, Accuracy = 0.10, Loss = 19.515
[2019-05-04 13:53] Train Step 3810/10000, Batch Size = 128, Examples/Sec = 6415.15, Accuracy = 0.09, Loss = 19.157
[2019-05-04 13:53] Train Step 3820/10000, Batch Size = 128, Examples/Sec = 6704.52, Accuracy = 0.12, Loss = 16.975
[2019-05-04 13:53] Train Step 3830/10000, Batch Size = 128, Examples/Sec = 7243.56, Accuracy = 0.09, Loss = 19.412
[2019-05-04 13:53] Train Step 3840/10000, Batch Size = 128, Examples/Sec = 7043.89, Accuracy = 0.05, Loss = 19.840
[2019-05-04 13:53] Train Step 3850/10000, Batch Size = 128, Examples/Sec = 6987.60, Accuracy = 0.08, Loss = 18.248
[2019-05-04 13:53] Train Step 3860/10000, Batch Size = 128, Examples/Sec = 6977.24, Accuracy = 0.12, Loss = 18.001
[2019-05-04 13:53] Train Step 3870/10000, Batch Size = 128, Examples/Sec = 7019.66, Accuracy = 0.16, Loss = 16.827
[2019-05-04 13:53] Train Step 3880/10000, Batch Size = 128, Examples/Sec = 6974.25, Accuracy = 0.15, Loss = 17.054
[2019-05-04 13:53] Train Step 3890/10000, Batch Size = 128, Examples/Sec = 6425.67, Accuracy = 0.10, Loss = 18.424
[2019-05-04 13:53] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 6516.61, Accuracy = 0.10, Loss = 19.386
[2019-05-04 13:53] Train Step 3910/10000, Batch Size = 128, Examples/Sec = 6479.41, Accuracy = 0.05, Loss = 18.308
[2019-05-04 13:53] Train Step 3920/10000, Batch Size = 128, Examples/Sec = 6495.40, Accuracy = 0.11, Loss = 20.971
[2019-05-04 13:53] Train Step 3930/10000, Batch Size = 128, Examples/Sec = 6698.33, Accuracy = 0.10, Loss = 20.346
[2019-05-04 13:53] Train Step 3940/10000, Batch Size = 128, Examples/Sec = 5754.98, Accuracy = 0.09, Loss = 20.891
[2019-05-04 13:53] Train Step 3950/10000, Batch Size = 128, Examples/Sec = 6809.80, Accuracy = 0.08, Loss = 18.904
[2019-05-04 13:53] Train Step 3960/10000, Batch Size = 128, Examples/Sec = 7032.35, Accuracy = 0.08, Loss = 19.907
[2019-05-04 13:53] Train Step 3970/10000, Batch Size = 128, Examples/Sec = 6855.54, Accuracy = 0.05, Loss = 21.095
[2019-05-04 13:53] Train Step 3980/10000, Batch Size = 128, Examples/Sec = 6865.27, Accuracy = 0.15, Loss = 19.013
[2019-05-04 13:53] Train Step 3990/10000, Batch Size = 128, Examples/Sec = 6854.84, Accuracy = 0.07, Loss = 19.653
[2019-05-04 13:53] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 6933.54, Accuracy = 0.13, Loss = 19.074
[2019-05-04 13:53] Train Step 4010/10000, Batch Size = 128, Examples/Sec = 7414.73, Accuracy = 0.10, Loss = 19.772
[2019-05-04 13:53] Train Step 4020/10000, Batch Size = 128, Examples/Sec = 7417.70, Accuracy = 0.12, Loss = 18.866
[2019-05-04 13:53] Train Step 4030/10000, Batch Size = 128, Examples/Sec = 6968.37, Accuracy = 0.08, Loss = 21.544
[2019-05-04 13:53] Train Step 4040/10000, Batch Size = 128, Examples/Sec = 7162.67, Accuracy = 0.09, Loss = 17.515
[2019-05-04 13:53] Train Step 4050/10000, Batch Size = 128, Examples/Sec = 7504.49, Accuracy = 0.06, Loss = 19.903
[2019-05-04 13:53] Train Step 4060/10000, Batch Size = 128, Examples/Sec = 6917.99, Accuracy = 0.11, Loss = 20.214
[2019-05-04 13:53] Train Step 4070/10000, Batch Size = 128, Examples/Sec = 6870.01, Accuracy = 0.08, Loss = 21.922
[2019-05-04 13:53] Train Step 4080/10000, Batch Size = 128, Examples/Sec = 6959.88, Accuracy = 0.12, Loss = 18.729
[2019-05-04 13:53] Train Step 4090/10000, Batch Size = 128, Examples/Sec = 6879.52, Accuracy = 0.07, Loss = 18.765
[2019-05-04 13:53] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 7005.47, Accuracy = 0.09, Loss = 19.032
[2019-05-04 13:53] Train Step 4110/10000, Batch Size = 128, Examples/Sec = 6868.78, Accuracy = 0.10, Loss = 19.888
[2019-05-04 13:53] Train Step 4120/10000, Batch Size = 128, Examples/Sec = 7411.15, Accuracy = 0.15, Loss = 18.184
[2019-05-04 13:53] Train Step 4130/10000, Batch Size = 128, Examples/Sec = 6978.24, Accuracy = 0.11, Loss = 19.187
[2019-05-04 13:53] Train Step 4140/10000, Batch Size = 128, Examples/Sec = 7027.20, Accuracy = 0.07, Loss = 20.279
[2019-05-04 13:53] Train Step 4150/10000, Batch Size = 128, Examples/Sec = 7601.28, Accuracy = 0.09, Loss = 20.018
[2019-05-04 13:53] Train Step 4160/10000, Batch Size = 128, Examples/Sec = 6981.23, Accuracy = 0.15, Loss = 17.929
[2019-05-04 13:53] Train Step 4170/10000, Batch Size = 128, Examples/Sec = 6543.69, Accuracy = 0.09, Loss = 19.783
[2019-05-04 13:53] Train Step 4180/10000, Batch Size = 128, Examples/Sec = 6590.12, Accuracy = 0.13, Loss = 17.787
[2019-05-04 13:53] Train Step 4190/10000, Batch Size = 128, Examples/Sec = 6646.00, Accuracy = 0.09, Loss = 20.061
[2019-05-04 13:53] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 6278.75, Accuracy = 0.10, Loss = 20.007
[2019-05-04 13:53] Train Step 4210/10000, Batch Size = 128, Examples/Sec = 6383.95, Accuracy = 0.13, Loss = 18.505
[2019-05-04 13:53] Train Step 4220/10000, Batch Size = 128, Examples/Sec = 6499.96, Accuracy = 0.11, Loss = 18.990
[2019-05-04 13:53] Train Step 4230/10000, Batch Size = 128, Examples/Sec = 6429.98, Accuracy = 0.17, Loss = 19.297
[2019-05-04 13:53] Train Step 4240/10000, Batch Size = 128, Examples/Sec = 6265.56, Accuracy = 0.05, Loss = 20.145
[2019-05-04 13:53] Train Step 4250/10000, Batch Size = 128, Examples/Sec = 6582.20, Accuracy = 0.08, Loss = 19.447
[2019-05-04 13:53] Train Step 4260/10000, Batch Size = 128, Examples/Sec = 6258.91, Accuracy = 0.10, Loss = 19.766
[2019-05-04 13:53] Train Step 4270/10000, Batch Size = 128, Examples/Sec = 6329.46, Accuracy = 0.11, Loss = 18.973
[2019-05-04 13:53] Train Step 4280/10000, Batch Size = 128, Examples/Sec = 6822.00, Accuracy = 0.06, Loss = 19.013
[2019-05-04 13:53] Train Step 4290/10000, Batch Size = 128, Examples/Sec = 6720.38, Accuracy = 0.08, Loss = 19.632
[2019-05-04 13:53] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 6408.94, Accuracy = 0.10, Loss = 16.543
[2019-05-04 13:53] Train Step 4310/10000, Batch Size = 128, Examples/Sec = 6379.78, Accuracy = 0.09, Loss = 19.903
[2019-05-04 13:53] Train Step 4320/10000, Batch Size = 128, Examples/Sec = 7367.72, Accuracy = 0.16, Loss = 17.128
[2019-05-04 13:53] Train Step 4330/10000, Batch Size = 128, Examples/Sec = 6857.99, Accuracy = 0.09, Loss = 19.397
[2019-05-04 13:53] Train Step 4340/10000, Batch Size = 128, Examples/Sec = 6514.55, Accuracy = 0.07, Loss = 19.594
[2019-05-04 13:53] Train Step 4350/10000, Batch Size = 128, Examples/Sec = 6668.62, Accuracy = 0.11, Loss = 16.795
[2019-05-04 13:53] Train Step 4360/10000, Batch Size = 128, Examples/Sec = 6277.80, Accuracy = 0.12, Loss = 18.820
[2019-05-04 13:53] Train Step 4370/10000, Batch Size = 128, Examples/Sec = 6388.58, Accuracy = 0.09, Loss = 19.867
[2019-05-04 13:53] Train Step 4380/10000, Batch Size = 128, Examples/Sec = 6671.86, Accuracy = 0.10, Loss = 19.264
[2019-05-04 13:53] Train Step 4390/10000, Batch Size = 128, Examples/Sec = 6979.51, Accuracy = 0.13, Loss = 19.184
[2019-05-04 13:53] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 6980.87, Accuracy = 0.12, Loss = 16.610
[2019-05-04 13:53] Train Step 4410/10000, Batch Size = 128, Examples/Sec = 6467.16, Accuracy = 0.13, Loss = 17.123
[2019-05-04 13:53] Train Step 4420/10000, Batch Size = 128, Examples/Sec = 6935.15, Accuracy = 0.11, Loss = 18.420
[2019-05-04 13:53] Train Step 4430/10000, Batch Size = 128, Examples/Sec = 7005.83, Accuracy = 0.09, Loss = 17.988
[2019-05-04 13:53] Train Step 4440/10000, Batch Size = 128, Examples/Sec = 6993.60, Accuracy = 0.13, Loss = 16.595
[2019-05-04 13:53] Train Step 4450/10000, Batch Size = 128, Examples/Sec = 6972.17, Accuracy = 0.09, Loss = 19.437
[2019-05-04 13:53] Train Step 4460/10000, Batch Size = 128, Examples/Sec = 7050.82, Accuracy = 0.13, Loss = 21.529
[2019-05-04 13:53] Train Step 4470/10000, Batch Size = 128, Examples/Sec = 7040.19, Accuracy = 0.09, Loss = 20.059
[2019-05-04 13:53] Train Step 4480/10000, Batch Size = 128, Examples/Sec = 6306.63, Accuracy = 0.08, Loss = 20.680
[2019-05-04 13:53] Train Step 4490/10000, Batch Size = 128, Examples/Sec = 6420.13, Accuracy = 0.12, Loss = 18.340
[2019-05-04 13:53] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 6932.38, Accuracy = 0.13, Loss = 19.271
[2019-05-04 13:53] Train Step 4510/10000, Batch Size = 128, Examples/Sec = 6945.29, Accuracy = 0.07, Loss = 19.017
[2019-05-04 13:53] Train Step 4520/10000, Batch Size = 128, Examples/Sec = 6332.14, Accuracy = 0.07, Loss = 19.931
[2019-05-04 13:53] Train Step 4530/10000, Batch Size = 128, Examples/Sec = 6691.56, Accuracy = 0.09, Loss = 19.276
[2019-05-04 13:53] Train Step 4540/10000, Batch Size = 128, Examples/Sec = 6251.63, Accuracy = 0.12, Loss = 18.743
[2019-05-04 13:53] Train Step 4550/10000, Batch Size = 128, Examples/Sec = 7019.85, Accuracy = 0.10, Loss = 19.175
[2019-05-04 13:53] Train Step 4560/10000, Batch Size = 128, Examples/Sec = 7023.34, Accuracy = 0.09, Loss = 19.130
[2019-05-04 13:53] Train Step 4570/10000, Batch Size = 128, Examples/Sec = 7004.64, Accuracy = 0.09, Loss = 19.890
[2019-05-04 13:53] Train Step 4580/10000, Batch Size = 128, Examples/Sec = 6190.35, Accuracy = 0.09, Loss = 17.402
[2019-05-04 13:53] Train Step 4590/10000, Batch Size = 128, Examples/Sec = 6938.47, Accuracy = 0.07, Loss = 20.286
[2019-05-04 13:53] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 7101.47, Accuracy = 0.13, Loss = 18.313
[2019-05-04 13:53] Train Step 4610/10000, Batch Size = 128, Examples/Sec = 6512.34, Accuracy = 0.10, Loss = 20.123
[2019-05-04 13:53] Train Step 4620/10000, Batch Size = 128, Examples/Sec = 6118.54, Accuracy = 0.11, Loss = 19.585
[2019-05-04 13:53] Train Step 4630/10000, Batch Size = 128, Examples/Sec = 6876.00, Accuracy = 0.10, Loss = 19.899
[2019-05-04 13:53] Train Step 4640/10000, Batch Size = 128, Examples/Sec = 7042.22, Accuracy = 0.15, Loss = 16.002
[2019-05-04 13:53] Train Step 4650/10000, Batch Size = 128, Examples/Sec = 7103.53, Accuracy = 0.08, Loss = 19.608
[2019-05-04 13:53] Train Step 4660/10000, Batch Size = 128, Examples/Sec = 6593.85, Accuracy = 0.11, Loss = 18.272
[2019-05-04 13:53] Train Step 4670/10000, Batch Size = 128, Examples/Sec = 6329.08, Accuracy = 0.10, Loss = 19.976
[2019-05-04 13:53] Train Step 4680/10000, Batch Size = 128, Examples/Sec = 6673.51, Accuracy = 0.09, Loss = 20.999
[2019-05-04 13:53] Train Step 4690/10000, Batch Size = 128, Examples/Sec = 7091.15, Accuracy = 0.15, Loss = 18.319
[2019-05-04 13:53] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 7073.30, Accuracy = 0.15, Loss = 17.595
[2019-05-04 13:53] Train Step 4710/10000, Batch Size = 128, Examples/Sec = 6978.97, Accuracy = 0.16, Loss = 16.922
[2019-05-04 13:53] Train Step 4720/10000, Batch Size = 128, Examples/Sec = 6949.61, Accuracy = 0.12, Loss = 17.929
[2019-05-04 13:53] Train Step 4730/10000, Batch Size = 128, Examples/Sec = 7189.82, Accuracy = 0.07, Loss = 21.903
[2019-05-04 13:53] Train Step 4740/10000, Batch Size = 128, Examples/Sec = 6974.16, Accuracy = 0.09, Loss = 19.907
