/var/spool/slurm-llnl/slurmd/job2259374/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 12:53] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 428.15, Accuracy = 0.08, Loss = 17.013
[2019-05-04 13:03] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 7846.70, Accuracy = 0.12, Loss = 10.205
[2019-05-04 13:03] Train Step 7810/10000, Batch Size = 128, Examples/Sec = 8027.98, Accuracy = 0.12, Loss = 10.044
[2019-05-04 13:03] Train Step 7820/10000, Batch Size = 128, Examples/Sec = 7849.33, Accuracy = 0.13, Loss = 10.773
[2019-05-04 13:03] Train Step 7830/10000, Batch Size = 128, Examples/Sec = 7786.27, Accuracy = 0.09, Loss = 10.909
[2019-05-04 13:03] Train Step 7840/10000, Batch Size = 128, Examples/Sec = 8118.17, Accuracy = 0.07, Loss = 10.532
[2019-05-04 13:03] Train Step 7850/10000, Batch Size = 128, Examples/Sec = 7789.20, Accuracy = 0.10, Loss = 11.009
[2019-05-04 13:03] Train Step 7860/10000, Batch Size = 128, Examples/Sec = 7228.05, Accuracy = 0.05, Loss = 11.165
[2019-05-04 13:03] Train Step 7870/10000, Batch Size = 128, Examples/Sec = 8269.35, Accuracy = 0.10, Loss = 12.207
[2019-05-04 13:03] Train Step 7880/10000, Batch Size = 128, Examples/Sec = 8166.58, Accuracy = 0.11, Loss = 10.470
[2019-05-04 13:03] Train Step 7890/10000, Batch Size = 128, Examples/Sec = 7643.27, Accuracy = 0.09, Loss = 10.185
[2019-05-04 13:03] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 7763.52, Accuracy = 0.09, Loss = 11.229
[2019-05-04 13:03] Train Step 7910/10000, Batch Size = 128, Examples/Sec = 7386.17, Accuracy = 0.07, Loss = 11.196
[2019-05-04 13:03] Train Step 7920/10000, Batch Size = 128, Examples/Sec = 7610.01, Accuracy = 0.10, Loss = 10.561
[2019-05-04 13:03] Train Step 7930/10000, Batch Size = 128, Examples/Sec = 8410.69, Accuracy = 0.07, Loss = 10.658
[2019-05-04 13:03] Train Step 7940/10000, Batch Size = 128, Examples/Sec = 8272.92, Accuracy = 0.09, Loss = 10.993
[2019-05-04 13:03] Train Step 7950/10000, Batch Size = 128, Examples/Sec = 8243.45, Accuracy = 0.08, Loss = 10.385
[2019-05-04 13:03] Train Step 7960/10000, Batch Size = 128, Examples/Sec = 7830.44, Accuracy = 0.12, Loss = 10.259
[2019-05-04 13:03] Train Step 7970/10000, Batch Size = 128, Examples/Sec = 7694.76, Accuracy = 0.09, Loss = 10.567
[2019-05-04 13:03] Train Step 7980/10000, Batch Size = 128, Examples/Sec = 8042.89, Accuracy = 0.09, Loss = 11.091
[2019-05-04 13:03] Train Step 7990/10000, Batch Size = 128, Examples/Sec = 8568.96, Accuracy = 0.07, Loss = 10.375
[2019-05-04 13:03] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 8230.81, Accuracy = 0.05, Loss = 12.187
[2019-05-04 13:03] Train Step 8010/10000, Batch Size = 128, Examples/Sec = 8094.79, Accuracy = 0.10, Loss = 11.678
[2019-05-04 13:03] Train Step 8020/10000, Batch Size = 128, Examples/Sec = 8232.70, Accuracy = 0.09, Loss = 11.937
[2019-05-04 13:03] Train Step 8030/10000, Batch Size = 128, Examples/Sec = 8038.31, Accuracy = 0.07, Loss = 11.176
[2019-05-04 13:03] Train Step 8040/10000, Batch Size = 128, Examples/Sec = 8025.70, Accuracy = 0.06, Loss = 10.984
[2019-05-04 13:03] Train Step 8050/10000, Batch Size = 128, Examples/Sec = 7497.99, Accuracy = 0.11, Loss = 11.199
[2019-05-04 13:03] Train Step 8060/10000, Batch Size = 128, Examples/Sec = 7713.66, Accuracy = 0.11, Loss = 10.464
[2019-05-04 13:03] Train Step 8070/10000, Batch Size = 128, Examples/Sec = 8513.25, Accuracy = 0.05, Loss = 11.109
[2019-05-04 13:03] Train Step 8080/10000, Batch Size = 128, Examples/Sec = 7957.77, Accuracy = 0.11, Loss = 10.835
[2019-05-04 13:03] Train Step 8090/10000, Batch Size = 128, Examples/Sec = 8428.91, Accuracy = 0.13, Loss = 11.226
[2019-05-04 13:03] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 7759.04, Accuracy = 0.16, Loss = 10.796
[2019-05-04 13:03] Train Step 8110/10000, Batch Size = 128, Examples/Sec = 7803.36, Accuracy = 0.11, Loss = 10.347
[2019-05-04 13:03] Train Step 8120/10000, Batch Size = 128, Examples/Sec = 7964.85, Accuracy = 0.08, Loss = 10.380
[2019-05-04 13:03] Train Step 8130/10000, Batch Size = 128, Examples/Sec = 8046.26, Accuracy = 0.09, Loss = 11.806
[2019-05-04 13:03] Train Step 8140/10000, Batch Size = 128, Examples/Sec = 8002.13, Accuracy = 0.10, Loss = 10.318
[2019-05-04 13:03] Train Step 8150/10000, Batch Size = 128, Examples/Sec = 7255.11, Accuracy = 0.13, Loss = 9.982
[2019-05-04 13:03] Train Step 8160/10000, Batch Size = 128, Examples/Sec = 7824.74, Accuracy = 0.10, Loss = 12.182
[2019-05-04 13:03] Train Step 8170/10000, Batch Size = 128, Examples/Sec = 8504.08, Accuracy = 0.12, Loss = 10.460
[2019-05-04 13:03] Train Step 8180/10000, Batch Size = 128, Examples/Sec = 7904.93, Accuracy = 0.10, Loss = 10.079
[2019-05-04 13:03] Train Step 8190/10000, Batch Size = 128, Examples/Sec = 8347.13, Accuracy = 0.09, Loss = 10.582
[2019-05-04 13:03] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 8027.26, Accuracy = 0.08, Loss = 11.671
[2019-05-04 13:03] Train Step 8210/10000, Batch Size = 128, Examples/Sec = 8209.41, Accuracy = 0.07, Loss = 11.712
[2019-05-04 13:03] Train Step 8220/10000, Batch Size = 128, Examples/Sec = 7846.24, Accuracy = 0.05, Loss = 11.240
[2019-05-04 13:03] Train Step 8230/10000, Batch Size = 128, Examples/Sec = 7788.41, Accuracy = 0.15, Loss = 9.920
[2019-05-04 13:03] Train Step 8240/10000, Batch Size = 128, Examples/Sec = 8501.38, Accuracy = 0.09, Loss = 11.435
[2019-05-04 13:03] Train Step 8250/10000, Batch Size = 128, Examples/Sec = 8251.81, Accuracy = 0.12, Loss = 9.393
[2019-05-04 13:03] Train Step 8260/10000, Batch Size = 128, Examples/Sec = 7617.35, Accuracy = 0.05, Loss = 11.258
[2019-05-04 13:03] Train Step 8270/10000, Batch Size = 128, Examples/Sec = 7985.23, Accuracy = 0.10, Loss = 10.489
[2019-05-04 13:03] Train Step 8280/10000, Batch Size = 128, Examples/Sec = 7995.81, Accuracy = 0.11, Loss = 10.885
[2019-05-04 13:04] Train Step 8290/10000, Batch Size = 128, Examples/Sec = 8393.07, Accuracy = 0.12, Loss = 9.309
[2019-05-04 13:04] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 8063.18, Accuracy = 0.04, Loss = 11.103
[2019-05-04 13:04] Train Step 8310/10000, Batch Size = 128, Examples/Sec = 8437.78, Accuracy = 0.12, Loss = 9.466
[2019-05-04 13:04] Train Step 8320/10000, Batch Size = 128, Examples/Sec = 8135.52, Accuracy = 0.09, Loss = 11.485
[2019-05-04 13:04] Train Step 8330/10000, Batch Size = 128, Examples/Sec = 7019.02, Accuracy = 0.10, Loss = 10.941
[2019-05-04 13:04] Train Step 8340/10000, Batch Size = 128, Examples/Sec = 7950.58, Accuracy = 0.10, Loss = 10.014
[2019-05-04 13:04] Train Step 8350/10000, Batch Size = 128, Examples/Sec = 8221.10, Accuracy = 0.14, Loss = 10.055
[2019-05-04 13:04] Train Step 8360/10000, Batch Size = 128, Examples/Sec = 8009.77, Accuracy = 0.11, Loss = 9.438
[2019-05-04 13:04] Train Step 8370/10000, Batch Size = 128, Examples/Sec = 8150.21, Accuracy = 0.07, Loss = 10.983
[2019-05-04 13:04] Train Step 8380/10000, Batch Size = 128, Examples/Sec = 7606.34, Accuracy = 0.07, Loss = 9.441
[2019-05-04 13:04] Train Step 8390/10000, Batch Size = 128, Examples/Sec = 5189.26, Accuracy = 0.14, Loss = 9.969
[2019-05-04 13:04] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 8251.68, Accuracy = 0.14, Loss = 10.346
[2019-05-04 13:04] Train Step 8410/10000, Batch Size = 128, Examples/Sec = 7354.40, Accuracy = 0.12, Loss = 8.414
[2019-05-04 13:04] Train Step 8420/10000, Batch Size = 128, Examples/Sec = 7660.94, Accuracy = 0.14, Loss = 11.220
[2019-05-04 13:04] Train Step 8430/10000, Batch Size = 128, Examples/Sec = 8376.57, Accuracy = 0.11, Loss = 10.401
[2019-05-04 13:04] Train Step 8440/10000, Batch Size = 128, Examples/Sec = 8277.25, Accuracy = 0.09, Loss = 10.537
[2019-05-04 13:04] Train Step 8450/10000, Batch Size = 128, Examples/Sec = 8282.11, Accuracy = 0.15, Loss = 10.427
[2019-05-04 13:04] Train Step 8460/10000, Batch Size = 128, Examples/Sec = 8272.28, Accuracy = 0.18, Loss = 9.269
[2019-05-04 13:04] Train Step 8470/10000, Batch Size = 128, Examples/Sec = 8203.39, Accuracy = 0.09, Loss = 10.120
[2019-05-04 13:04] Train Step 8480/10000, Batch Size = 128, Examples/Sec = 7870.85, Accuracy = 0.11, Loss = 10.525
[2019-05-04 13:04] Train Step 8490/10000, Batch Size = 128, Examples/Sec = 8220.60, Accuracy = 0.09, Loss = 10.640
[2019-05-04 13:04] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 8542.78, Accuracy = 0.10, Loss = 10.600
[2019-05-04 13:04] Train Step 8510/10000, Batch Size = 128, Examples/Sec = 8315.59, Accuracy = 0.06, Loss = 11.031
[2019-05-04 13:04] Train Step 8520/10000, Batch Size = 128, Examples/Sec = 7239.07, Accuracy = 0.07, Loss = 10.604
[2019-05-04 13:04] Train Step 8530/10000, Batch Size = 128, Examples/Sec = 8138.72, Accuracy = 0.13, Loss = 11.038
[2019-05-04 13:04] Train Step 8540/10000, Batch Size = 128, Examples/Sec = 8200.63, Accuracy = 0.08, Loss = 11.219
[2019-05-04 13:04] Train Step 8550/10000, Batch Size = 128, Examples/Sec = 7808.46, Accuracy = 0.07, Loss = 10.607
[2019-05-04 13:04] Train Step 8560/10000, Batch Size = 128, Examples/Sec = 7792.82, Accuracy = 0.10, Loss = 10.910
[2019-05-04 13:04] Train Step 8570/10000, Batch Size = 128, Examples/Sec = 7909.00, Accuracy = 0.14, Loss = 10.061
[2019-05-04 13:04] Train Step 8580/10000, Batch Size = 128, Examples/Sec = 8236.11, Accuracy = 0.06, Loss = 11.403
[2019-05-04 13:04] Train Step 8590/10000, Batch Size = 128, Examples/Sec = 8524.47, Accuracy = 0.07, Loss = 10.232
[2019-05-04 13:04] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 7946.93, Accuracy = 0.06, Loss = 9.982
[2019-05-04 13:04] Train Step 8610/10000, Batch Size = 128, Examples/Sec = 8134.53, Accuracy = 0.09, Loss = 10.795
[2019-05-04 13:04] Train Step 8620/10000, Batch Size = 128, Examples/Sec = 7503.12, Accuracy = 0.15, Loss = 10.017
[2019-05-04 13:04] Train Step 8630/10000, Batch Size = 128, Examples/Sec = 8212.43, Accuracy = 0.08, Loss = 10.912
[2019-05-04 13:04] Train Step 8640/10000, Batch Size = 128, Examples/Sec = 8399.37, Accuracy = 0.12, Loss = 10.070
[2019-05-04 13:04] Train Step 8650/10000, Batch Size = 128, Examples/Sec = 8142.55, Accuracy = 0.07, Loss = 10.578
[2019-05-04 13:04] Train Step 8660/10000, Batch Size = 128, Examples/Sec = 7851.74, Accuracy = 0.08, Loss = 10.977
[2019-05-04 13:04] Train Step 8670/10000, Batch Size = 128, Examples/Sec = 8361.17, Accuracy = 0.11, Loss = 10.793
[2019-05-04 13:04] Train Step 8680/10000, Batch Size = 128, Examples/Sec = 7752.31, Accuracy = 0.11, Loss = 11.282
[2019-05-04 13:04] Train Step 8690/10000, Batch Size = 128, Examples/Sec = 7567.53, Accuracy = 0.09, Loss = 10.251
[2019-05-04 13:04] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 8266.17, Accuracy = 0.07, Loss = 9.711
[2019-05-04 13:04] Train Step 8710/10000, Batch Size = 128, Examples/Sec = 7637.29, Accuracy = 0.10, Loss = 10.542
[2019-05-04 13:04] Train Step 8720/10000, Batch Size = 128, Examples/Sec = 8043.13, Accuracy = 0.11, Loss = 9.838
[2019-05-04 13:04] Train Step 8730/10000, Batch Size = 128, Examples/Sec = 7615.30, Accuracy = 0.11, Loss = 10.816
[2019-05-04 13:04] Train Step 8740/10000, Batch Size = 128, Examples/Sec = 8505.56, Accuracy = 0.09, Loss = 10.860
[2019-05-04 13:04] Train Step 8750/10000, Batch Size = 128, Examples/Sec = 8017.55, Accuracy = 0.09, Loss = 9.569
[2019-05-04 13:04] Train Step 8760/10000, Batch Size = 128, Examples/Sec = 7636.09, Accuracy = 0.10, Loss = 10.053
[2019-05-04 13:04] Train Step 8770/10000, Batch Size = 128, Examples/Sec = 8133.67, Accuracy = 0.11, Loss = 9.976
[2019-05-04 13:04] Train Step 8780/10000, Batch Size = 128, Examples/Sec = 7790.56, Accuracy = 0.09, Loss = 11.042
[2019-05-04 13:04] Train Step 8790/10000, Batch Size = 128, Examples/Sec = 7828.96, Accuracy = 0.12, Loss = 9.722
[2019-05-04 13:04] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 7713.88, Accuracy = 0.13, Loss = 10.093
[2019-05-04 13:04] Train Step 8810/10000, Batch Size = 128, Examples/Sec = 8270.62, Accuracy = 0.11, Loss = 9.406
[2019-05-04 13:04] Train Step 8820/10000, Batch Size = 128, Examples/Sec = 7928.86, Accuracy = 0.12, Loss = 10.261
[2019-05-04 13:04] Train Step 8830/10000, Batch Size = 128, Examples/Sec = 8191.63, Accuracy = 0.12, Loss = 10.597
[2019-05-04 13:04] Train Step 8840/10000, Batch Size = 128, Examples/Sec = 7595.58, Accuracy = 0.09, Loss = 10.886
[2019-05-04 13:04] Train Step 8850/10000, Batch Size = 128, Examples/Sec = 8104.69, Accuracy = 0.11, Loss = 10.137
[2019-05-04 13:04] Train Step 8860/10000, Batch Size = 128, Examples/Sec = 8345.71, Accuracy = 0.09, Loss = 10.055
[2019-05-04 13:04] Train Step 8870/10000, Batch Size = 128, Examples/Sec = 7724.54, Accuracy = 0.10, Loss = 11.340
[2019-05-04 13:04] Train Step 8880/10000, Batch Size = 128, Examples/Sec = 8191.00, Accuracy = 0.17, Loss = 8.942
[2019-05-04 13:04] Train Step 8890/10000, Batch Size = 128, Examples/Sec = 8216.95, Accuracy = 0.09, Loss = 10.524
[2019-05-04 13:04] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 7701.93, Accuracy = 0.09, Loss = 11.389
[2019-05-04 13:04] Train Step 8910/10000, Batch Size = 128, Examples/Sec = 7594.94, Accuracy = 0.06, Loss = 10.517
[2019-05-04 13:04] Train Step 8920/10000, Batch Size = 128, Examples/Sec = 7820.63, Accuracy = 0.09, Loss = 9.615
[2019-05-04 13:04] Train Step 8930/10000, Batch Size = 128, Examples/Sec = 8229.29, Accuracy = 0.14, Loss = 9.432
[2019-05-04 13:04] Train Step 8940/10000, Batch Size = 128, Examples/Sec = 7643.27, Accuracy = 0.08, Loss = 10.101
[2019-05-04 13:04] Train Step 8950/10000, Batch Size = 128, Examples/Sec = 8327.32, Accuracy = 0.09, Loss = 10.571
[2019-05-04 13:04] Train Step 8960/10000, Batch Size = 128, Examples/Sec = 7400.01, Accuracy = 0.13, Loss = 10.319
[2019-05-04 13:04] Train Step 8970/10000, Batch Size = 128, Examples/Sec = 7832.39, Accuracy = 0.08, Loss = 10.238
[2019-05-04 13:04] Train Step 8980/10000, Batch Size = 128, Examples/Sec = 8007.86, Accuracy = 0.12, Loss = 10.015
[2019-05-04 13:04] Train Step 8990/10000, Batch Size = 128, Examples/Sec = 7775.78, Accuracy = 0.12, Loss = 9.326
[2019-05-04 13:04] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 8530.97, Accuracy = 0.09, Loss = 9.990
[2019-05-04 13:04] Train Step 9010/10000, Batch Size = 128, Examples/Sec = 7823.83, Accuracy = 0.06, Loss = 9.926
[2019-05-04 13:04] Train Step 9020/10000, Batch Size = 128, Examples/Sec = 6550.00, Accuracy = 0.12, Loss = 10.107
[2019-05-04 13:04] Train Step 9030/10000, Batch Size = 128, Examples/Sec = 7637.83, Accuracy = 0.13, Loss = 10.091
[2019-05-04 13:04] Train Step 9040/10000, Batch Size = 128, Examples/Sec = 7795.65, Accuracy = 0.12, Loss = 9.604
[2019-05-04 13:04] Train Step 9050/10000, Batch Size = 128, Examples/Sec = 8145.14, Accuracy = 0.10, Loss = 9.882
[2019-05-04 13:04] Train Step 9060/10000, Batch Size = 128, Examples/Sec = 7967.45, Accuracy = 0.09, Loss = 10.419
[2019-05-04 13:04] Train Step 9070/10000, Batch Size = 128, Examples/Sec = 8196.50, Accuracy = 0.07, Loss = 9.600
[2019-05-04 13:04] Train Step 9080/10000, Batch Size = 128, Examples/Sec = 7572.65, Accuracy = 0.16, Loss = 10.217
[2019-05-04 13:04] Train Step 9090/10000, Batch Size = 128, Examples/Sec = 7611.41, Accuracy = 0.12, Loss = 9.342
[2019-05-04 13:04] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 8275.21, Accuracy = 0.12, Loss = 8.700
[2019-05-04 13:04] Train Step 9110/10000, Batch Size = 128, Examples/Sec = 6930.50, Accuracy = 0.09, Loss = 9.657
[2019-05-04 13:04] Train Step 9120/10000, Batch Size = 128, Examples/Sec = 8069.85, Accuracy = 0.09, Loss = 10.881
[2019-05-04 13:04] Train Step 9130/10000, Batch Size = 128, Examples/Sec = 7989.03, Accuracy = 0.04, Loss = 10.493
[2019-05-04 13:04] Train Step 9140/10000, Batch Size = 128, Examples/Sec = 7777.47, Accuracy = 0.10, Loss = 9.884
[2019-05-04 13:04] Train Step 9150/10000, Batch Size = 128, Examples/Sec = 8183.76, Accuracy = 0.12, Loss = 9.866
[2019-05-04 13:04] Train Step 9160/10000, Batch Size = 128, Examples/Sec = 6736.23, Accuracy = 0.06, Loss = 11.494
[2019-05-04 13:04] Train Step 9170/10000, Batch Size = 128, Examples/Sec = 8345.32, Accuracy = 0.09, Loss = 9.951
[2019-05-04 13:04] Train Step 9180/10000, Batch Size = 128, Examples/Sec = 7787.28, Accuracy = 0.09, Loss = 9.687
[2019-05-04 13:04] Train Step 9190/10000, Batch Size = 128, Examples/Sec = 8207.15, Accuracy = 0.09, Loss = 10.719
[2019-05-04 13:04] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 7022.14, Accuracy = 0.10, Loss = 10.333
[2019-05-04 13:04] Train Step 9210/10000, Batch Size = 128, Examples/Sec = 8028.22, Accuracy = 0.12, Loss = 9.728
[2019-05-04 13:04] Train Step 9220/10000, Batch Size = 128, Examples/Sec = 8117.43, Accuracy = 0.08, Loss = 10.354
[2019-05-04 13:04] Train Step 9230/10000, Batch Size = 128, Examples/Sec = 8266.55, Accuracy = 0.05, Loss = 11.822
[2019-05-04 13:04] Train Step 9240/10000, Batch Size = 128, Examples/Sec = 8665.22, Accuracy = 0.09, Loss = 9.904
[2019-05-04 13:04] Train Step 9250/10000, Batch Size = 128, Examples/Sec = 8762.66, Accuracy = 0.12, Loss = 10.049
[2019-05-04 13:04] Train Step 9260/10000, Batch Size = 128, Examples/Sec = 7749.96, Accuracy = 0.05, Loss = 11.347
[2019-05-04 13:04] Train Step 9270/10000, Batch Size = 128, Examples/Sec = 8106.53, Accuracy = 0.09, Loss = 10.777
[2019-05-04 13:04] Train Step 9280/10000, Batch Size = 128, Examples/Sec = 8413.85, Accuracy = 0.15, Loss = 9.713
[2019-05-04 13:04] Train Step 9290/10000, Batch Size = 128, Examples/Sec = 7961.78, Accuracy = 0.10, Loss = 10.203
[2019-05-04 13:04] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 8273.68, Accuracy = 0.07, Loss = 11.222
[2019-05-04 13:04] Train Step 9310/10000, Batch Size = 128, Examples/Sec = 8632.89, Accuracy = 0.11, Loss = 9.872
[2019-05-04 13:04] Train Step 9320/10000, Batch Size = 128, Examples/Sec = 7311.03, Accuracy = 0.09, Loss = 10.261
[2019-05-04 13:04] Train Step 9330/10000, Batch Size = 128, Examples/Sec = 8300.93, Accuracy = 0.04, Loss = 11.120
[2019-05-04 13:04] Train Step 9340/10000, Batch Size = 128, Examples/Sec = 7786.27, Accuracy = 0.12, Loss = 10.006
[2019-05-04 13:04] Train Step 9350/10000, Batch Size = 128, Examples/Sec = 8284.66, Accuracy = 0.14, Loss = 10.139
[2019-05-04 13:04] Train Step 9360/10000, Batch Size = 128, Examples/Sec = 6977.06, Accuracy = 0.14, Loss = 8.641
[2019-05-04 13:04] Train Step 9370/10000, Batch Size = 128, Examples/Sec = 8608.94, Accuracy = 0.09, Loss = 9.744
[2019-05-04 13:04] Train Step 9380/10000, Batch Size = 128, Examples/Sec = 8786.61, Accuracy = 0.09, Loss = 10.659
[2019-05-04 13:04] Train Step 9390/10000, Batch Size = 128, Examples/Sec = 8136.87, Accuracy = 0.09, Loss = 9.696
[2019-05-04 13:04] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 8222.49, Accuracy = 0.01, Loss = 11.643
[2019-05-04 13:04] Train Step 9410/10000, Batch Size = 128, Examples/Sec = 8159.50, Accuracy = 0.09, Loss = 10.051
[2019-05-04 13:04] Train Step 9420/10000, Batch Size = 128, Examples/Sec = 8122.47, Accuracy = 0.14, Loss = 9.097
[2019-05-04 13:04] Train Step 9430/10000, Batch Size = 128, Examples/Sec = 8276.10, Accuracy = 0.11, Loss = 9.701
[2019-05-04 13:04] Train Step 9440/10000, Batch Size = 128, Examples/Sec = 8186.50, Accuracy = 0.08, Loss = 10.048
[2019-05-04 13:04] Train Step 9450/10000, Batch Size = 128, Examples/Sec = 8051.21, Accuracy = 0.12, Loss = 10.615
[2019-05-04 13:04] Train Step 9460/10000, Batch Size = 128, Examples/Sec = 7749.63, Accuracy = 0.13, Loss = 10.010
[2019-05-04 13:04] Train Step 9470/10000, Batch Size = 128, Examples/Sec = 7834.44, Accuracy = 0.11, Loss = 9.811
[2019-05-04 13:04] Train Step 9480/10000, Batch Size = 128, Examples/Sec = 8108.12, Accuracy = 0.18, Loss = 8.812
[2019-05-04 13:04] Train Step 9490/10000, Batch Size = 128, Examples/Sec = 7695.42, Accuracy = 0.12, Loss = 10.028
[2019-05-04 13:04] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 6359.75, Accuracy = 0.10, Loss = 9.554
[2019-05-04 13:04] Train Step 9510/10000, Batch Size = 128, Examples/Sec = 8163.35, Accuracy = 0.09, Loss = 10.385
[2019-05-04 13:04] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 7699.83, Accuracy = 0.08, Loss = 10.593
[2019-05-04 13:04] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 8036.75, Accuracy = 0.09, Loss = 11.458
[2019-05-04 13:04] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 7742.14, Accuracy = 0.12, Loss = 8.711
[2019-05-04 13:04] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 8431.42, Accuracy = 0.05, Loss = 9.516
[2019-05-04 13:04] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 8161.61, Accuracy = 0.10, Loss = 9.629
[2019-05-04 13:04] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 7907.37, Accuracy = 0.09, Loss = 9.699
[2019-05-04 13:04] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 8170.06, Accuracy = 0.12, Loss = 10.804
[2019-05-04 13:04] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 7973.37, Accuracy = 0.07, Loss = 10.555
[2019-05-04 13:04] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 9023.04, Accuracy = 0.10, Loss = 9.449
[2019-05-04 13:04] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 7970.41, Accuracy = 0.14, Loss = 9.470
[2019-05-04 13:04] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 7854.96, Accuracy = 0.12, Loss = 10.495
[2019-05-04 13:04] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 8102.00, Accuracy = 0.12, Loss = 8.571
[2019-05-04 13:04] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 8045.06, Accuracy = 0.11, Loss = 10.191
[2019-05-04 13:04] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 8280.06, Accuracy = 0.14, Loss = 9.721
[2019-05-04 13:04] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 8591.86, Accuracy = 0.09, Loss = 10.467
[2019-05-04 13:04] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 8244.59, Accuracy = 0.10, Loss = 9.970
[2019-05-04 13:04] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 7625.90, Accuracy = 0.12, Loss = 10.388
[2019-05-04 13:04] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 8233.96, Accuracy = 0.09, Loss = 10.354
[2019-05-04 13:04] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 8310.82, Accuracy = 0.05, Loss = 11.070
[2019-05-04 13:04] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 6437.46, Accuracy = 0.12, Loss = 11.095
[2019-05-04 13:04] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 7804.60, Accuracy = 0.11, Loss = 8.904
[2019-05-04 13:04] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 7923.48, Accuracy = 0.11, Loss = 9.309
[2019-05-04 13:04] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 7936.83, Accuracy = 0.05, Loss = 10.998
[2019-05-04 13:04] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 8202.51, Accuracy = 0.08, Loss = 9.626
[2019-05-04 13:04] Train Step 9760/10000, Batch Size = 128, Examples/Sec = 7305.66, Accuracy = 0.09, Loss = 9.959
[2019-05-04 13:04] Train Step 9770/10000, Batch Size = 128, Examples/Sec = 8413.59, Accuracy = 0.09, Loss = 10.143
[2019-05-04 13:04] Train Step 9780/10000, Batch Size = 128, Examples/Sec = 8095.77, Accuracy = 0.09, Loss = 9.398
[2019-05-04 13:04] Train Step 9790/10000, Batch Size = 128, Examples/Sec = 8026.54, Accuracy = 0.09, Loss = 9.926
[2019-05-04 13:04] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 8193.25, Accuracy = 0.12, Loss = 9.796
[2019-05-04 13:04] Train Step 9810/10000, Batch Size = 128, Examples/Sec = 7907.60, Accuracy = 0.12, Loss = 9.758
[2019-05-04 13:04] Train Step 9820/10000, Batch Size = 128, Examples/Sec = 8059.91, Accuracy = 0.14, Loss = 9.033
[2019-05-04 13:04] Train Step 9830/10000, Batch Size = 128, Examples/Sec = 7655.69, Accuracy = 0.10, Loss = 10.077
[2019-05-04 13:04] Train Step 9840/10000, Batch Size = 128, Examples/Sec = 8369.91, Accuracy = 0.13, Loss = 9.989
[2019-05-04 13:04] Train Step 9850/10000, Batch Size = 128, Examples/Sec = 8170.18, Accuracy = 0.09, Loss = 10.681
[2019-05-04 13:04] Train Step 9860/10000, Batch Size = 128, Examples/Sec = 8245.35, Accuracy = 0.08, Loss = 11.402
[2019-05-04 13:04] Train Step 9870/10000, Batch Size = 128, Examples/Sec = 7588.50, Accuracy = 0.09, Loss = 10.198
[2019-05-04 13:04] Train Step 9880/10000, Batch Size = 128, Examples/Sec = 7145.89, Accuracy = 0.12, Loss = 9.732
