/var/spool/slurm-llnl/slurmd/job2259371/slurm_script: line 20: cd: /home/lgpu0417/deep-learning/assignment_2/part1/: Permission denied
 ------ Job mlp_pytorch is started ------- 
 
Training RNN
[2019-05-04 12:53] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 196.19, Accuracy = 0.12, Loss = 16.725
[2019-05-04 13:00] Train Step 7690/10000, Batch Size = 128, Examples/Sec = 9247.94, Accuracy = 0.12, Loss = 2.345
[2019-05-04 13:00] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 9124.56, Accuracy = 0.11, Loss = 2.311
[2019-05-04 13:00] Train Step 7710/10000, Batch Size = 128, Examples/Sec = 9282.48, Accuracy = 0.18, Loss = 2.307
[2019-05-04 13:00] Train Step 7720/10000, Batch Size = 128, Examples/Sec = 10076.97, Accuracy = 0.17, Loss = 2.292
[2019-05-04 13:00] Train Step 7730/10000, Batch Size = 128, Examples/Sec = 10213.66, Accuracy = 0.12, Loss = 2.329
[2019-05-04 13:00] Train Step 7740/10000, Batch Size = 128, Examples/Sec = 10229.42, Accuracy = 0.14, Loss = 2.318
[2019-05-04 13:00] Train Step 7750/10000, Batch Size = 128, Examples/Sec = 8756.23, Accuracy = 0.10, Loss = 2.332
[2019-05-04 13:00] Train Step 7760/10000, Batch Size = 128, Examples/Sec = 9107.07, Accuracy = 0.08, Loss = 2.317
[2019-05-04 13:00] Train Step 7770/10000, Batch Size = 128, Examples/Sec = 9400.65, Accuracy = 0.11, Loss = 2.388
[2019-05-04 13:00] Train Step 7780/10000, Batch Size = 128, Examples/Sec = 9014.71, Accuracy = 0.07, Loss = 2.354
[2019-05-04 13:00] Train Step 7790/10000, Batch Size = 128, Examples/Sec = 9484.51, Accuracy = 0.11, Loss = 2.334
[2019-05-04 13:00] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 10121.62, Accuracy = 0.09, Loss = 2.344
[2019-05-04 13:00] Train Step 7810/10000, Batch Size = 128, Examples/Sec = 9740.57, Accuracy = 0.14, Loss = 2.316
[2019-05-04 13:00] Train Step 7820/10000, Batch Size = 128, Examples/Sec = 9704.82, Accuracy = 0.08, Loss = 2.342
[2019-05-04 13:00] Train Step 7830/10000, Batch Size = 128, Examples/Sec = 10405.08, Accuracy = 0.09, Loss = 2.329
[2019-05-04 13:00] Train Step 7840/10000, Batch Size = 128, Examples/Sec = 9756.15, Accuracy = 0.08, Loss = 2.312
[2019-05-04 13:00] Train Step 7850/10000, Batch Size = 128, Examples/Sec = 8522.03, Accuracy = 0.09, Loss = 2.342
[2019-05-04 13:00] Train Step 7860/10000, Batch Size = 128, Examples/Sec = 10130.02, Accuracy = 0.09, Loss = 2.318
[2019-05-04 13:00] Train Step 7870/10000, Batch Size = 128, Examples/Sec = 9756.15, Accuracy = 0.08, Loss = 2.336
[2019-05-04 13:00] Train Step 7880/10000, Batch Size = 128, Examples/Sec = 10035.72, Accuracy = 0.07, Loss = 2.334
[2019-05-04 13:00] Train Step 7890/10000, Batch Size = 128, Examples/Sec = 9620.48, Accuracy = 0.09, Loss = 2.312
[2019-05-04 13:00] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 9639.65, Accuracy = 0.09, Loss = 2.317
[2019-05-04 13:00] Train Step 7910/10000, Batch Size = 128, Examples/Sec = 10102.19, Accuracy = 0.11, Loss = 2.374
[2019-05-04 13:00] Train Step 7920/10000, Batch Size = 128, Examples/Sec = 9748.88, Accuracy = 0.11, Loss = 2.299
[2019-05-04 13:00] Train Step 7930/10000, Batch Size = 128, Examples/Sec = 9509.55, Accuracy = 0.07, Loss = 2.355
[2019-05-04 13:00] Train Step 7940/10000, Batch Size = 128, Examples/Sec = 9307.26, Accuracy = 0.10, Loss = 2.326
[2019-05-04 13:00] Train Step 7950/10000, Batch Size = 128, Examples/Sec = 9615.66, Accuracy = 0.09, Loss = 2.319
[2019-05-04 13:00] Train Step 7960/10000, Batch Size = 128, Examples/Sec = 9738.62, Accuracy = 0.13, Loss = 2.297
[2019-05-04 13:00] Train Step 7970/10000, Batch Size = 128, Examples/Sec = 10120.09, Accuracy = 0.05, Loss = 2.330
[2019-05-04 13:00] Train Step 7980/10000, Batch Size = 128, Examples/Sec = 9097.50, Accuracy = 0.08, Loss = 2.342
[2019-05-04 13:00] Train Step 7990/10000, Batch Size = 128, Examples/Sec = 8328.87, Accuracy = 0.08, Loss = 2.355
[2019-05-04 13:00] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 9259.11, Accuracy = 0.09, Loss = 2.352
[2019-05-04 13:00] Train Step 8010/10000, Batch Size = 128, Examples/Sec = 9167.09, Accuracy = 0.14, Loss = 2.325
[2019-05-04 13:00] Train Step 8020/10000, Batch Size = 128, Examples/Sec = 9241.58, Accuracy = 0.11, Loss = 2.332
[2019-05-04 13:00] Train Step 8030/10000, Batch Size = 128, Examples/Sec = 9431.36, Accuracy = 0.05, Loss = 2.348
[2019-05-04 13:00] Train Step 8040/10000, Batch Size = 128, Examples/Sec = 9219.36, Accuracy = 0.05, Loss = 2.316
[2019-05-04 13:00] Train Step 8050/10000, Batch Size = 128, Examples/Sec = 9225.54, Accuracy = 0.07, Loss = 2.352
[2019-05-04 13:00] Train Step 8060/10000, Batch Size = 128, Examples/Sec = 9146.17, Accuracy = 0.07, Loss = 2.321
[2019-05-04 13:00] Train Step 8070/10000, Batch Size = 128, Examples/Sec = 9335.75, Accuracy = 0.07, Loss = 2.328
[2019-05-04 13:00] Train Step 8080/10000, Batch Size = 128, Examples/Sec = 9092.57, Accuracy = 0.09, Loss = 2.359
[2019-05-04 13:00] Train Step 8090/10000, Batch Size = 128, Examples/Sec = 9853.92, Accuracy = 0.13, Loss = 2.319
[2019-05-04 13:00] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 9058.05, Accuracy = 0.12, Loss = 2.317
[2019-05-04 13:00] Train Step 8110/10000, Batch Size = 128, Examples/Sec = 9230.77, Accuracy = 0.05, Loss = 2.359
[2019-05-04 13:00] Train Step 8120/10000, Batch Size = 128, Examples/Sec = 9135.27, Accuracy = 0.10, Loss = 2.352
[2019-05-04 13:00] Train Step 8130/10000, Batch Size = 128, Examples/Sec = 9514.60, Accuracy = 0.12, Loss = 2.283
[2019-05-04 13:00] Train Step 8140/10000, Batch Size = 128, Examples/Sec = 9566.82, Accuracy = 0.09, Loss = 2.333
[2019-05-04 13:00] Train Step 8150/10000, Batch Size = 128, Examples/Sec = 9347.94, Accuracy = 0.09, Loss = 2.304
[2019-05-04 13:00] Train Step 8160/10000, Batch Size = 128, Examples/Sec = 9439.49, Accuracy = 0.14, Loss = 2.312
[2019-05-04 13:00] Train Step 8170/10000, Batch Size = 128, Examples/Sec = 9328.94, Accuracy = 0.11, Loss = 2.309
[2019-05-04 13:00] Train Step 8180/10000, Batch Size = 128, Examples/Sec = 8684.28, Accuracy = 0.12, Loss = 2.329
[2019-05-04 13:00] Train Step 8190/10000, Batch Size = 128, Examples/Sec = 9491.39, Accuracy = 0.09, Loss = 2.315
[2019-05-04 13:00] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 10195.43, Accuracy = 0.08, Loss = 2.339
[2019-05-04 13:00] Train Step 8210/10000, Batch Size = 128, Examples/Sec = 9642.42, Accuracy = 0.07, Loss = 2.339
[2019-05-04 13:01] Train Step 8220/10000, Batch Size = 128, Examples/Sec = 9654.22, Accuracy = 0.09, Loss = 2.322
[2019-05-04 13:01] Train Step 8230/10000, Batch Size = 128, Examples/Sec = 10105.42, Accuracy = 0.11, Loss = 2.309
[2019-05-04 13:01] Train Step 8240/10000, Batch Size = 128, Examples/Sec = 9133.88, Accuracy = 0.13, Loss = 2.351
[2019-05-04 13:01] Train Step 8250/10000, Batch Size = 128, Examples/Sec = 9219.20, Accuracy = 0.08, Loss = 2.318
[2019-05-04 13:01] Train Step 8260/10000, Batch Size = 128, Examples/Sec = 9338.51, Accuracy = 0.11, Loss = 2.320
[2019-05-04 13:01] Train Step 8270/10000, Batch Size = 128, Examples/Sec = 9047.06, Accuracy = 0.12, Loss = 2.322
[2019-05-04 13:01] Train Step 8280/10000, Batch Size = 128, Examples/Sec = 9425.73, Accuracy = 0.11, Loss = 2.329
[2019-05-04 13:01] Train Step 8290/10000, Batch Size = 128, Examples/Sec = 9154.12, Accuracy = 0.08, Loss = 2.303
[2019-05-04 13:01] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 8412.79, Accuracy = 0.09, Loss = 2.348
[2019-05-04 13:01] Train Step 8310/10000, Batch Size = 128, Examples/Sec = 10104.47, Accuracy = 0.11, Loss = 2.313
[2019-05-04 13:01] Train Step 8320/10000, Batch Size = 128, Examples/Sec = 9111.86, Accuracy = 0.17, Loss = 2.290
[2019-05-04 13:01] Train Step 8330/10000, Batch Size = 128, Examples/Sec = 9058.97, Accuracy = 0.08, Loss = 2.311
[2019-05-04 13:01] Train Step 8340/10000, Batch Size = 128, Examples/Sec = 9370.13, Accuracy = 0.08, Loss = 2.336
[2019-05-04 13:01] Train Step 8350/10000, Batch Size = 128, Examples/Sec = 9298.88, Accuracy = 0.06, Loss = 2.346
[2019-05-04 13:01] Train Step 8360/10000, Batch Size = 128, Examples/Sec = 9687.49, Accuracy = 0.09, Loss = 2.343
[2019-05-04 13:01] Train Step 8370/10000, Batch Size = 128, Examples/Sec = 9679.28, Accuracy = 0.12, Loss = 2.366
[2019-05-04 13:01] Train Step 8380/10000, Batch Size = 128, Examples/Sec = 10174.37, Accuracy = 0.11, Loss = 2.319
[2019-05-04 13:01] Train Step 8390/10000, Batch Size = 128, Examples/Sec = 10221.63, Accuracy = 0.15, Loss = 2.314
[2019-05-04 13:01] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 9631.35, Accuracy = 0.12, Loss = 2.336
[2019-05-04 13:01] Train Step 8410/10000, Batch Size = 128, Examples/Sec = 9141.03, Accuracy = 0.09, Loss = 2.376
[2019-05-04 13:01] Train Step 8420/10000, Batch Size = 128, Examples/Sec = 9064.48, Accuracy = 0.06, Loss = 2.360
[2019-05-04 13:01] Train Step 8430/10000, Batch Size = 128, Examples/Sec = 8347.00, Accuracy = 0.09, Loss = 2.319
[2019-05-04 13:01] Train Step 8440/10000, Batch Size = 128, Examples/Sec = 10103.14, Accuracy = 0.08, Loss = 2.297
[2019-05-04 13:01] Train Step 8450/10000, Batch Size = 128, Examples/Sec = 10064.51, Accuracy = 0.12, Loss = 2.287
[2019-05-04 13:01] Train Step 8460/10000, Batch Size = 128, Examples/Sec = 10062.81, Accuracy = 0.08, Loss = 2.337
[2019-05-04 13:01] Train Step 8470/10000, Batch Size = 128, Examples/Sec = 10096.49, Accuracy = 0.13, Loss = 2.332
[2019-05-04 13:01] Train Step 8480/10000, Batch Size = 128, Examples/Sec = 9601.21, Accuracy = 0.11, Loss = 2.329
[2019-05-04 13:01] Train Step 8490/10000, Batch Size = 128, Examples/Sec = 10094.78, Accuracy = 0.12, Loss = 2.318
[2019-05-04 13:01] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 10242.89, Accuracy = 0.12, Loss = 2.296
[2019-05-04 13:01] Train Step 8510/10000, Batch Size = 128, Examples/Sec = 9830.64, Accuracy = 0.09, Loss = 2.320
[2019-05-04 13:01] Train Step 8520/10000, Batch Size = 128, Examples/Sec = 9845.60, Accuracy = 0.17, Loss = 2.292
[2019-05-04 13:01] Train Step 8530/10000, Batch Size = 128, Examples/Sec = 9738.98, Accuracy = 0.16, Loss = 2.296
[2019-05-04 13:01] Train Step 8540/10000, Batch Size = 128, Examples/Sec = 9629.63, Accuracy = 0.13, Loss = 2.331
[2019-05-04 13:01] Train Step 8550/10000, Batch Size = 128, Examples/Sec = 9622.38, Accuracy = 0.11, Loss = 2.344
[2019-05-04 13:01] Train Step 8560/10000, Batch Size = 128, Examples/Sec = 10112.28, Accuracy = 0.08, Loss = 2.345
[2019-05-04 13:01] Train Step 8570/10000, Batch Size = 128, Examples/Sec = 9603.27, Accuracy = 0.18, Loss = 2.295
[2019-05-04 13:01] Train Step 8580/10000, Batch Size = 128, Examples/Sec = 10020.17, Accuracy = 0.12, Loss = 2.330
[2019-05-04 13:01] Train Step 8590/10000, Batch Size = 128, Examples/Sec = 9583.22, Accuracy = 0.11, Loss = 2.310
[2019-05-04 13:01] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 9638.62, Accuracy = 0.09, Loss = 2.339
[2019-05-04 13:01] Train Step 8610/10000, Batch Size = 128, Examples/Sec = 9501.13, Accuracy = 0.12, Loss = 2.324
[2019-05-04 13:01] Train Step 8620/10000, Batch Size = 128, Examples/Sec = 10207.64, Accuracy = 0.07, Loss = 2.331
[2019-05-04 13:01] Train Step 8630/10000, Batch Size = 128, Examples/Sec = 9647.45, Accuracy = 0.12, Loss = 2.328
[2019-05-04 13:01] Train Step 8640/10000, Batch Size = 128, Examples/Sec = 10092.32, Accuracy = 0.12, Loss = 2.300
[2019-05-04 13:01] Train Step 8650/10000, Batch Size = 128, Examples/Sec = 9844.88, Accuracy = 0.12, Loss = 2.309
[2019-05-04 13:01] Train Step 8660/10000, Batch Size = 128, Examples/Sec = 9442.98, Accuracy = 0.12, Loss = 2.329
[2019-05-04 13:01] Train Step 8670/10000, Batch Size = 128, Examples/Sec = 9690.29, Accuracy = 0.17, Loss = 2.280
[2019-05-04 13:01] Train Step 8680/10000, Batch Size = 128, Examples/Sec = 9945.00, Accuracy = 0.14, Loss = 2.308
[2019-05-04 13:01] Train Step 8690/10000, Batch Size = 128, Examples/Sec = 9600.35, Accuracy = 0.11, Loss = 2.351
[2019-05-04 13:01] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 9725.04, Accuracy = 0.09, Loss = 2.314
[2019-05-04 13:01] Train Step 8710/10000, Batch Size = 128, Examples/Sec = 9737.04, Accuracy = 0.10, Loss = 2.327
[2019-05-04 13:01] Train Step 8720/10000, Batch Size = 128, Examples/Sec = 9654.39, Accuracy = 0.09, Loss = 2.351
[2019-05-04 13:01] Train Step 8730/10000, Batch Size = 128, Examples/Sec = 9542.51, Accuracy = 0.10, Loss = 2.350
[2019-05-04 13:01] Train Step 8740/10000, Batch Size = 128, Examples/Sec = 9542.51, Accuracy = 0.09, Loss = 2.363
[2019-05-04 13:01] Train Step 8750/10000, Batch Size = 128, Examples/Sec = 8328.36, Accuracy = 0.08, Loss = 2.345
[2019-05-04 13:01] Train Step 8760/10000, Batch Size = 128, Examples/Sec = 9702.19, Accuracy = 0.09, Loss = 2.300
[2019-05-04 13:01] Train Step 8770/10000, Batch Size = 128, Examples/Sec = 9631.18, Accuracy = 0.14, Loss = 2.320
[2019-05-04 13:01] Train Step 8780/10000, Batch Size = 128, Examples/Sec = 9470.96, Accuracy = 0.11, Loss = 2.308
[2019-05-04 13:01] Train Step 8790/10000, Batch Size = 128, Examples/Sec = 8773.83, Accuracy = 0.15, Loss = 2.303
[2019-05-04 13:01] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 9345.01, Accuracy = 0.11, Loss = 2.308
[2019-05-04 13:01] Train Step 8810/10000, Batch Size = 128, Examples/Sec = 9340.95, Accuracy = 0.11, Loss = 2.320
[2019-05-04 13:01] Train Step 8820/10000, Batch Size = 128, Examples/Sec = 9359.67, Accuracy = 0.09, Loss = 2.309
[2019-05-04 13:01] Train Step 8830/10000, Batch Size = 128, Examples/Sec = 9652.48, Accuracy = 0.11, Loss = 2.344
[2019-05-04 13:01] Train Step 8840/10000, Batch Size = 128, Examples/Sec = 9957.73, Accuracy = 0.09, Loss = 2.308
[2019-05-04 13:01] Train Step 8850/10000, Batch Size = 128, Examples/Sec = 10074.14, Accuracy = 0.09, Loss = 2.335
[2019-05-04 13:01] Train Step 8860/10000, Batch Size = 128, Examples/Sec = 9653.00, Accuracy = 0.09, Loss = 2.326
[2019-05-04 13:01] Train Step 8870/10000, Batch Size = 128, Examples/Sec = 9465.12, Accuracy = 0.11, Loss = 2.321
[2019-05-04 13:01] Train Step 8880/10000, Batch Size = 128, Examples/Sec = 10042.67, Accuracy = 0.07, Loss = 2.356
[2019-05-04 13:01] Train Step 8890/10000, Batch Size = 128, Examples/Sec = 10120.86, Accuracy = 0.09, Loss = 2.319
[2019-05-04 13:01] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 9700.97, Accuracy = 0.08, Loss = 2.322
[2019-05-04 13:01] Train Step 8910/10000, Batch Size = 128, Examples/Sec = 10240.35, Accuracy = 0.11, Loss = 2.293
[2019-05-04 13:01] Train Step 8920/10000, Batch Size = 128, Examples/Sec = 9496.43, Accuracy = 0.08, Loss = 2.323
[2019-05-04 13:01] Train Step 8930/10000, Batch Size = 128, Examples/Sec = 9539.11, Accuracy = 0.11, Loss = 2.323
[2019-05-04 13:01] Train Step 8940/10000, Batch Size = 128, Examples/Sec = 9040.97, Accuracy = 0.12, Loss = 2.327
[2019-05-04 13:01] Train Step 8950/10000, Batch Size = 128, Examples/Sec = 9096.58, Accuracy = 0.06, Loss = 2.359
[2019-05-04 13:01] Train Step 8960/10000, Batch Size = 128, Examples/Sec = 9320.84, Accuracy = 0.09, Loss = 2.345
[2019-05-04 13:01] Train Step 8970/10000, Batch Size = 128, Examples/Sec = 9173.36, Accuracy = 0.09, Loss = 2.348
[2019-05-04 13:01] Train Step 8980/10000, Batch Size = 128, Examples/Sec = 9193.00, Accuracy = 0.09, Loss = 2.310
[2019-05-04 13:01] Train Step 8990/10000, Batch Size = 128, Examples/Sec = 9245.71, Accuracy = 0.12, Loss = 2.311
[2019-05-04 13:01] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 9273.98, Accuracy = 0.06, Loss = 2.320
[2019-05-04 13:01] Train Step 9010/10000, Batch Size = 128, Examples/Sec = 9003.52, Accuracy = 0.08, Loss = 2.317
[2019-05-04 13:01] Train Step 9020/10000, Batch Size = 128, Examples/Sec = 9096.73, Accuracy = 0.12, Loss = 2.306
[2019-05-04 13:01] Train Step 9030/10000, Batch Size = 128, Examples/Sec = 9145.86, Accuracy = 0.13, Loss = 2.292
[2019-05-04 13:01] Train Step 9040/10000, Batch Size = 128, Examples/Sec = 9283.77, Accuracy = 0.10, Loss = 2.342
[2019-05-04 13:01] Train Step 9050/10000, Batch Size = 128, Examples/Sec = 9258.63, Accuracy = 0.14, Loss = 2.297
[2019-05-04 13:01] Train Step 9060/10000, Batch Size = 128, Examples/Sec = 9257.03, Accuracy = 0.16, Loss = 2.331
[2019-05-04 13:01] Train Step 9070/10000, Batch Size = 128, Examples/Sec = 9133.56, Accuracy = 0.08, Loss = 2.326
[2019-05-04 13:01] Train Step 9080/10000, Batch Size = 128, Examples/Sec = 9256.71, Accuracy = 0.07, Loss = 2.314
[2019-05-04 13:01] Train Step 9090/10000, Batch Size = 128, Examples/Sec = 9171.48, Accuracy = 0.16, Loss = 2.279
[2019-05-04 13:01] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 9029.41, Accuracy = 0.11, Loss = 2.339
[2019-05-04 13:01] Train Step 9110/10000, Batch Size = 128, Examples/Sec = 9473.30, Accuracy = 0.07, Loss = 2.330
[2019-05-04 13:01] Train Step 9120/10000, Batch Size = 128, Examples/Sec = 9049.20, Accuracy = 0.09, Loss = 2.330
[2019-05-04 13:01] Train Step 9130/10000, Batch Size = 128, Examples/Sec = 9345.99, Accuracy = 0.09, Loss = 2.299
[2019-05-04 13:01] Train Step 9140/10000, Batch Size = 128, Examples/Sec = 8730.60, Accuracy = 0.06, Loss = 2.310
[2019-05-04 13:01] Train Step 9150/10000, Batch Size = 128, Examples/Sec = 9232.20, Accuracy = 0.12, Loss = 2.336
[2019-05-04 13:01] Train Step 9160/10000, Batch Size = 128, Examples/Sec = 9367.51, Accuracy = 0.15, Loss = 2.313
[2019-05-04 13:01] Train Step 9170/10000, Batch Size = 128, Examples/Sec = 9166.78, Accuracy = 0.09, Loss = 2.332
[2019-05-04 13:01] Train Step 9180/10000, Batch Size = 128, Examples/Sec = 10078.68, Accuracy = 0.11, Loss = 2.333
[2019-05-04 13:01] Train Step 9190/10000, Batch Size = 128, Examples/Sec = 9594.00, Accuracy = 0.12, Loss = 2.305
[2019-05-04 13:01] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 9713.60, Accuracy = 0.09, Loss = 2.313
[2019-05-04 13:01] Train Step 9210/10000, Batch Size = 128, Examples/Sec = 9891.86, Accuracy = 0.09, Loss = 2.334
[2019-05-04 13:01] Train Step 9220/10000, Batch Size = 128, Examples/Sec = 9932.86, Accuracy = 0.09, Loss = 2.348
[2019-05-04 13:01] Train Step 9230/10000, Batch Size = 128, Examples/Sec = 9622.03, Accuracy = 0.10, Loss = 2.325
[2019-05-04 13:01] Train Step 9240/10000, Batch Size = 128, Examples/Sec = 10097.06, Accuracy = 0.08, Loss = 2.331
[2019-05-04 13:01] Train Step 9250/10000, Batch Size = 128, Examples/Sec = 9568.53, Accuracy = 0.07, Loss = 2.342
[2019-05-04 13:01] Train Step 9260/10000, Batch Size = 128, Examples/Sec = 10072.81, Accuracy = 0.10, Loss = 2.293
[2019-05-04 13:01] Train Step 9270/10000, Batch Size = 128, Examples/Sec = 10142.27, Accuracy = 0.14, Loss = 2.302
[2019-05-04 13:01] Train Step 9280/10000, Batch Size = 128, Examples/Sec = 9670.04, Accuracy = 0.10, Loss = 2.310
[2019-05-04 13:01] Train Step 9290/10000, Batch Size = 128, Examples/Sec = 9611.35, Accuracy = 0.11, Loss = 2.327
[2019-05-04 13:01] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 9639.48, Accuracy = 0.05, Loss = 2.334
[2019-05-04 13:01] Train Step 9310/10000, Batch Size = 128, Examples/Sec = 10141.31, Accuracy = 0.10, Loss = 2.331
[2019-05-04 13:01] Train Step 9320/10000, Batch Size = 128, Examples/Sec = 9673.52, Accuracy = 0.09, Loss = 2.356
[2019-05-04 13:01] Train Step 9330/10000, Batch Size = 128, Examples/Sec = 9004.88, Accuracy = 0.07, Loss = 2.325
[2019-05-04 13:01] Train Step 9340/10000, Batch Size = 128, Examples/Sec = 9737.57, Accuracy = 0.10, Loss = 2.307
[2019-05-04 13:01] Train Step 9350/10000, Batch Size = 128, Examples/Sec = 9708.16, Accuracy = 0.09, Loss = 2.319
[2019-05-04 13:01] Train Step 9360/10000, Batch Size = 128, Examples/Sec = 9825.60, Accuracy = 0.13, Loss = 2.313
[2019-05-04 13:01] Train Step 9370/10000, Batch Size = 128, Examples/Sec = 10058.28, Accuracy = 0.06, Loss = 2.332
[2019-05-04 13:01] Train Step 9380/10000, Batch Size = 128, Examples/Sec = 10163.20, Accuracy = 0.08, Loss = 2.327
[2019-05-04 13:01] Train Step 9390/10000, Batch Size = 128, Examples/Sec = 9606.88, Accuracy = 0.10, Loss = 2.292
[2019-05-04 13:01] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 9339.81, Accuracy = 0.12, Loss = 2.313
[2019-05-04 13:01] Train Step 9410/10000, Batch Size = 128, Examples/Sec = 9326.67, Accuracy = 0.17, Loss = 2.298
[2019-05-04 13:01] Train Step 9420/10000, Batch Size = 128, Examples/Sec = 9068.46, Accuracy = 0.08, Loss = 2.348
[2019-05-04 13:01] Train Step 9430/10000, Batch Size = 128, Examples/Sec = 9065.09, Accuracy = 0.07, Loss = 2.349
[2019-05-04 13:01] Train Step 9440/10000, Batch Size = 128, Examples/Sec = 9306.46, Accuracy = 0.09, Loss = 2.335
[2019-05-04 13:01] Train Step 9450/10000, Batch Size = 128, Examples/Sec = 9258.79, Accuracy = 0.08, Loss = 2.318
[2019-05-04 13:01] Train Step 9460/10000, Batch Size = 128, Examples/Sec = 9092.57, Accuracy = 0.10, Loss = 2.324
[2019-05-04 13:01] Train Step 9470/10000, Batch Size = 128, Examples/Sec = 9325.69, Accuracy = 0.11, Loss = 2.342
[2019-05-04 13:01] Train Step 9480/10000, Batch Size = 128, Examples/Sec = 8380.88, Accuracy = 0.06, Loss = 2.383
[2019-05-04 13:01] Train Step 9490/10000, Batch Size = 128, Examples/Sec = 9087.65, Accuracy = 0.12, Loss = 2.339
[2019-05-04 13:01] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 9653.87, Accuracy = 0.10, Loss = 2.357
[2019-05-04 13:01] Train Step 9510/10000, Batch Size = 128, Examples/Sec = 10193.88, Accuracy = 0.14, Loss = 2.343
[2019-05-04 13:01] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 10183.83, Accuracy = 0.08, Loss = 2.316
[2019-05-04 13:01] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 10425.29, Accuracy = 0.12, Loss = 2.315
[2019-05-04 13:01] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 10077.35, Accuracy = 0.12, Loss = 2.313
[2019-05-04 13:01] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 9679.80, Accuracy = 0.09, Loss = 2.311
[2019-05-04 13:01] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 10107.71, Accuracy = 0.09, Loss = 2.342
[2019-05-04 13:01] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 9647.97, Accuracy = 0.12, Loss = 2.320
[2019-05-04 13:01] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 10050.94, Accuracy = 0.07, Loss = 2.320
[2019-05-04 13:01] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 9323.10, Accuracy = 0.11, Loss = 2.305
[2019-05-04 13:01] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 9721.70, Accuracy = 0.09, Loss = 2.325
[2019-05-04 13:01] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 10000.76, Accuracy = 0.07, Loss = 2.316
[2019-05-04 13:01] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 9795.48, Accuracy = 0.10, Loss = 2.343
[2019-05-04 13:01] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 9657.86, Accuracy = 0.12, Loss = 2.312
[2019-05-04 13:01] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 9535.22, Accuracy = 0.04, Loss = 2.345
[2019-05-04 13:01] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 9748.00, Accuracy = 0.16, Loss = 2.292
[2019-05-04 13:01] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 10186.72, Accuracy = 0.07, Loss = 2.317
[2019-05-04 13:01] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 9601.04, Accuracy = 0.12, Loss = 2.326
[2019-05-04 13:01] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 10128.11, Accuracy = 0.10, Loss = 2.308
[2019-05-04 13:01] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 9556.94, Accuracy = 0.07, Loss = 2.366
[2019-05-04 13:01] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 9609.63, Accuracy = 0.08, Loss = 2.318
[2019-05-04 13:01] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 9663.25, Accuracy = 0.09, Loss = 2.329
[2019-05-04 13:01] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 9571.43, Accuracy = 0.07, Loss = 2.317
[2019-05-04 13:01] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 10164.54, Accuracy = 0.12, Loss = 2.293
[2019-05-04 13:01] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 9770.53, Accuracy = 0.12, Loss = 2.310
[2019-05-04 13:01] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 9670.21, Accuracy = 0.09, Loss = 2.323
[2019-05-04 13:01] Train Step 9760/10000, Batch Size = 128, Examples/Sec = 10071.87, Accuracy = 0.11, Loss = 2.346
[2019-05-04 13:01] Train Step 9770/10000, Batch Size = 128, Examples/Sec = 9762.89, Accuracy = 0.08, Loss = 2.359
